=== 장 마감 후 분봉 데이터 덤프 ===
저장 시간: 2025-11-14 15:30:18
종목 수: 38
================================================================================

[066980] 분봉 데이터: 389건
--------------------------------------------------------------------------------
         date    time   close    open    high     low    volume        amount            datetime
0    20251114  090000  1742.0  1728.0  1791.0  1725.0  526017.0  9.311688e+08 2025-11-14 09:00:00
1    20251114  090100  1766.0  1741.0  1774.0  1730.0  254527.0  1.378374e+09 2025-11-14 09:01:00
2    20251114  090200  1736.0  1753.0  1765.0  1725.0  138915.0  1.619537e+09 2025-11-14 09:02:00
3    20251114  090300  1777.0  1735.0  1812.0  1730.0  308700.0  2.169941e+09 2025-11-14 09:03:00
4    20251114  090400  1772.0  1779.0  1785.0  1770.0  111569.0  2.368256e+09 2025-11-14 09:04:00
5    20251114  090500  1755.0  1770.0  1772.0  1730.0   88334.0  2.523538e+09 2025-11-14 09:05:00
6    20251114  090600  1770.0  1761.0  1770.0  1750.0   53577.0  2.617711e+09 2025-11-14 09:06:00
7    20251114  090700  1789.0  1768.0  1791.0  1768.0  129229.0  2.848247e+09 2025-11-14 09:07:00
8    20251114  090800  1786.0  1790.0  1799.0  1785.0  129179.0  3.079497e+09 2025-11-14 09:08:00
9    20251114  090900  1779.0  1788.0  1789.0  1767.0   52757.0  3.173421e+09 2025-11-14 09:09:00
10   20251114  091000  1754.0  1774.0  1780.0  1752.0   65787.0  3.289543e+09 2025-11-14 09:10:00
11   20251114  091100  1748.0  1756.0  1757.0  1700.0  200816.0  3.637362e+09 2025-11-14 09:11:00
12   20251114  091200  1735.0  1748.0  1748.0  1735.0   52747.0  3.729174e+09 2025-11-14 09:12:00
13   20251114  091300  1721.0  1735.0  1735.0  1721.0   46352.0  3.809218e+09 2025-11-14 09:13:00
14   20251114  091400  1729.0  1722.0  1732.0  1717.0   44776.0  3.886355e+09 2025-11-14 09:14:00
15   20251114  091500  1727.0  1729.0  1735.0  1725.0   13620.0  3.909930e+09 2025-11-14 09:15:00
16   20251114  091600  1725.0  1729.0  1733.0  1724.0   49755.0  3.995883e+09 2025-11-14 09:16:00
17   20251114  091700  1711.0  1724.0  1725.0  1710.0   60259.0  4.099379e+09 2025-11-14 09:17:00
18   20251114  091800  1714.0  1711.0  1722.0  1705.0   36831.0  4.162392e+09 2025-11-14 09:18:00
19   20251114  091900  1711.0  1714.0  1720.0  1711.0   13795.0  4.186028e+09 2025-11-14 09:19:00
20   20251114  092000  1708.0  1711.0  1715.0  1707.0   23870.0  4.226858e+09 2025-11-14 09:20:00
21   20251114  092100  1700.0  1708.0  1708.0  1700.0   52740.0  4.316663e+09 2025-11-14 09:21:00
22   20251114  092200  1695.0  1700.0  1701.0  1695.0   90591.0  4.470568e+09 2025-11-14 09:22:00
23   20251114  092300  1691.0  1695.0  1701.0  1691.0   48184.0  4.552226e+09 2025-11-14 09:23:00
24   20251114  092400  1696.0  1691.0  1698.0  1691.0   18368.0  4.583356e+09 2025-11-14 09:24:00
25   20251114  092500  1701.0  1701.0  1703.0  1696.0    6144.0  4.593807e+09 2025-11-14 09:25:00
26   20251114  092600  1700.0  1702.0  1702.0  1696.0   14761.0  4.618891e+09 2025-11-14 09:26:00
27   20251114  092700  1705.0  1700.0  1707.0  1699.0   26110.0  4.663300e+09 2025-11-14 09:27:00
28   20251114  092800  1702.0  1702.0  1705.0  1699.0   17733.0  4.693467e+09 2025-11-14 09:28:00
29   20251114  092900  1697.0  1702.0  1704.0  1697.0   47575.0  4.774313e+09 2025-11-14 09:29:00
30   20251114  093000  1693.0  1698.0  1698.0  1692.0   35547.0  4.834574e+09 2025-11-14 09:30:00
31   20251114  093100  1691.0  1692.0  1693.0  1690.0   18032.0  4.865063e+09 2025-11-14 09:31:00
32   20251114  093200  1693.0  1691.0  1693.0  1687.0   44843.0  4.940849e+09 2025-11-14 09:32:00
33   20251114  093300  1702.0  1693.0  1702.0  1691.0    5107.0  4.949530e+09 2025-11-14 09:33:00
34   20251114  093400  1705.0  1702.0  1709.0  1702.0   14131.0  4.973628e+09 2025-11-14 09:34:00
35   20251114  093500  1702.0  1706.0  1706.0  1702.0    6096.0  4.984019e+09 2025-11-14 09:35:00
36   20251114  093600  1700.0  1702.0  1706.0  1700.0    7313.0  4.996467e+09 2025-11-14 09:36:00
37   20251114  093700  1699.0  1700.0  1702.0  1693.0   12918.0  5.018400e+09 2025-11-14 09:37:00
