=== 장 마감 후 분봉 데이터 덤프 ===
저장 시간: 2026-01-06 15:30:20
종목 수: 80
================================================================================

[010170] 분봉 데이터: 389건
--------------------------------------------------------------------------------
         date    time   close    open    high     low    volume        amount            datetime
0    20260106  090000  3370.0  3420.0  3465.0  3345.0  835648.0  2.865773e+09 2026-01-06 09:00:00
1    20260106  090100  3390.0  3355.0  3460.0  3345.0  558929.0  4.758363e+09 2026-01-06 09:01:00
2    20260106  090200  3295.0  3390.0  3395.0  3295.0  669171.0  6.984303e+09 2026-01-06 09:02:00
3    20260106  090300  3265.0  3295.0  3305.0  3210.0  922635.0  9.990558e+09 2026-01-06 09:03:00
4    20260106  090400  3275.0  3265.0  3325.0  3255.0  300077.0  1.097837e+10 2026-01-06 09:04:00
5    20260106  090500  3325.0  3260.0  3380.0  3250.0  450308.0  1.247580e+10 2026-01-06 09:05:00
6    20260106  090600  3305.0  3325.0  3340.0  3300.0  166640.0  1.302911e+10 2026-01-06 09:06:00
7    20260106  090700  3310.0  3305.0  3340.0  3300.0  110520.0  1.339555e+10 2026-01-06 09:07:00
8    20260106  090800  3350.0  3315.0  3370.0  3310.0  210799.0  1.410158e+10 2026-01-06 09:08:00
9    20260106  090900  3370.0  3350.0  3370.0  3310.0  135124.0  1.455302e+10 2026-01-06 09:09:00
10   20260106  091000  3370.0  3370.0  3400.0  3355.0  268940.0  1.546204e+10 2026-01-06 09:10:00
11   20260106  091100  3340.0  3365.0  3385.0  3330.0  207989.0  1.615968e+10 2026-01-06 09:11:00
12   20260106  091200  3350.0  3345.0  3360.0  3340.0   72398.0  1.640224e+10 2026-01-06 09:12:00
13   20260106  091300  3375.0  3355.0  3380.0  3350.0  120654.0  1.680868e+10 2026-01-06 09:13:00
14   20260106  091400  3302.0  3370.0  3375.0  3300.0  367437.0  1.803206e+10 2026-01-06 09:14:00
15   20260106  091500  3285.0  3300.0  3325.0  3285.0  208466.0  1.871988e+10 2026-01-06 09:15:00
16   20260106  091600  3300.0  3290.0  3305.0  3270.0  200850.0  1.937921e+10 2026-01-06 09:16:00
17   20260106  091700  3320.0  3295.0  3320.0  3295.0   89438.0  1.967519e+10 2026-01-06 09:17:00
18   20260106  091800  3375.0  3320.0  3390.0  3315.0  202044.0  2.035511e+10 2026-01-06 09:18:00
19   20260106  091900  3355.0  3385.0  3385.0  3330.0   91654.0  2.066270e+10 2026-01-06 09:19:00
20   20260106  092000  3325.0  3350.0  3355.0  3325.0  112221.0  2.103733e+10 2026-01-06 09:20:00
21   20260106  092100  3290.0  3320.0  3330.0  3285.0  269583.0  2.192760e+10 2026-01-06 09:21:00
22   20260106  092200  3310.0  3290.0  3320.0  3285.0   60468.0  2.212728e+10 2026-01-06 09:22:00
23   20260106  092300  3315.0  3310.0  3330.0  3295.0  117799.0  2.251653e+10 2026-01-06 09:23:00
24   20260106  092400  3310.0  3325.0  3330.0  3305.0   39047.0  2.264606e+10 2026-01-06 09:24:00
25   20260106  092500  3305.0  3310.0  3325.0  3295.0  200668.0  2.330969e+10 2026-01-06 09:25:00
